product_id,retailer_id_shopify_variant_id,retailer_product_group_id_shopify_product_id,name,price_zar,availability,url_pattern,product_feed_id,source
28120335534221025,48129725268209,9579496603889,The Body Glow Edit,999.0,in stock,https://pastryskincare.co.za/products/<handle>?variant=<retailer_id>&utm_medium=cpc&utm_source=facebook&utm_campaign=Facebook%20Shopping&country=ZA,null (batch_api source App 2125102444404598),ads_catalog_list_products entity_id=2555447634850889; captured 2026-09-06 ~10:26-10:45 UTC (12:26-12:45 Africa/Johannesburg)
26972133099049174,48129723760881,9579495391473,Pastry Glow Body Brightening Bundle,999.0,in stock,https://pastryskincare.co.za/products/<handle>?variant=<retailer_id>&utm_medium=cpc&utm_source=facebook&utm_campaign=Facebook%20Shopping&country=ZA,null (batch_api source App 2125102444404598),ads_catalog_list_products entity_id=2555447634850889; captured 2026-09-06 ~10:26-10:45 UTC (12:26-12:45 Africa/Johannesburg)
26831348096489259,47786085089521,9470478778609,Glycolic Acid Niacinamide Body Bundle 500ml Pomegranate & Grapefruit,631.75,in stock,https://pastryskincare.co.za/products/<handle>?variant=<retailer_id>&utm_medium=cpc&utm_source=facebook&utm_campaign=Facebook%20Shopping&country=ZA,null (batch_api source App 2125102444404598),ads_catalog_list_products entity_id=2555447634850889; captured 2026-09-06 ~10:26-10:45 UTC (12:26-12:45 Africa/Johannesburg)
26510248955239595,47786085056753,9470478778609,Glycolic Acid Niacinamide Body Bundle 500ml Fragrance Free,622.25,in stock,https://pastryskincare.co.za/products/<handle>?variant=<retailer_id>&utm_medium=cpc&utm_source=facebook&utm_campaign=Facebook%20Shopping&country=ZA,null (batch_api source App 2125102444404598),ads_catalog_list_products entity_id=2555447634850889; captured 2026-09-06 ~10:26-10:45 UTC (12:26-12:45 Africa/Johannesburg)
25958944377067924,47786023026929,9470466588913,Body Acne Busting Combo Set Fragrance Free 500ml,821.75,in stock,https://pastryskincare.co.za/products/<handle>?variant=<retailer_id>&utm_medium=cpc&utm_source=facebook&utm_campaign=Facebook%20Shopping&country=ZA,null (batch_api source App 2125102444404598),ads_catalog_list_products entity_id=2555447634850889; captured 2026-09-06 ~10:26-10:45 UTC (12:26-12:45 Africa/Johannesburg)
25711995925167958,47786076537073,9470466588913,Body Acne Busting Combo Set Peach Bouquet & Grapefruit 500ml,821.75,in stock,https://pastryskincare.co.za/products/<handle>?variant=<retailer_id>&utm_medium=cpc&utm_source=facebook&utm_campaign=Facebook%20Shopping&country=ZA,null (batch_api source App 2125102444404598),ads_catalog_list_products entity_id=2555447634850889; captured 2026-09-06 ~10:26-10:45 UTC (12:26-12:45 Africa/Johannesburg)
27394119260194842,48196957405425,9598972199153,Mandelic Acid Body Wash Fragrance Free,545.0,in stock,https://pastryskincare.co.za/products/<handle>?variant=<retailer_id>&utm_medium=cpc&utm_source=facebook&utm_campaign=Facebook%20Shopping&country=ZA,null (batch_api source App 2125102444404598),ads_catalog_list_products entity_id=2555447634850889; captured 2026-09-06 ~10:26-10:45 UTC (12:26-12:45 Africa/Johannesburg)
26767364529595138,48196957372657,9598972199153,Mandelic Acid Body Wash Blackcurrant Cordial,585.0,out of stock,https://pastryskincare.co.za/products/<handle>?variant=<retailer_id>&utm_medium=cpc&utm_source=facebook&utm_campaign=Facebook%20Shopping&country=ZA,null (batch_api source App 2125102444404598),ads_catalog_list_products entity_id=2555447634850889; captured 2026-09-06 ~10:26-10:45 UTC (12:26-12:45 Africa/Johannesburg)
34518092641115279,46993417994481,9322850550001,Glycolic Acid Body Wash 500ml Fragrance Free Flip-top,335.0,in stock,https://pastryskincare.co.za/products/<handle>?variant=<retailer_id>&utm_medium=cpc&utm_source=facebook&utm_campaign=Facebook%20Shopping&country=ZA,null (batch_api source App 2125102444404598),ads_catalog_list_products entity_id=2555447634850889; captured 2026-09-06 ~10:26-10:45 UTC (12:26-12:45 Africa/Johannesburg)
27466170296306387,46009731842289,8772636180721,Anti Pigmentation Deodorant 50ml Fresh linen,250.0,in stock,https://pastryskincare.co.za/products/<handle>?variant=<retailer_id>&utm_medium=cpc&utm_source=facebook&utm_campaign=Facebook%20Shopping&country=ZA,null (batch_api source App 2125102444404598),ads_catalog_list_products entity_id=2555447634850889; captured 2026-09-06 ~10:26-10:45 UTC (12:26-12:45 Africa/Johannesburg)
